id,titulo,corpo,corpo_titulo,url
10, que Boulos deu entrada em hospital após overdose em boate,"  Circula pelas redes sociais um imagem de um jornal que diz que Guilherme Boulos, candidato do PSOL à Presidência da República em 2018, deu entrada em um hospital de Juiz de Fora, em Minas Gerais, após ter uma overdose. A publicação .  "," que Boulos deu entrada em hospital após overdose em boate   Circula pelas redes sociais um imagem de um jornal que diz que Guilherme Boulos, candidato do PSOL à Presidência da República em 2018, deu entrada em um hospital de Juiz de Fora, em Minas Gerais, após ter uma overdose. A publicação .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/29/e-fake-que-boulos-deu-entrada-em-hospital-apos-overdose-em-boate.ghtml
11, que decreto acaba com exame da OAB,  Circula nas redes sociais uma publicação que diz que o presidente Jair Bolsonaro autorizou regulamentar um decreto que acaba com o exame da OAB. A publicação .  , que decreto acaba com exame da OAB   Circula nas redes sociais uma publicação que diz que o presidente Jair Bolsonaro autorizou regulamentar um decreto que acaba com o exame da OAB. A publicação .  ,https://g1.globo.com/fato-ou-fake/noticia/2019/04/24/e-fake-que-decreto-acaba-com-exame-da-oab.ghtml
12, que diretor do HC mandou mensagem com dicas para evitar gripe e que Tamiflu é feito de erva-doce,"  Uma mensagem que voltou a circular pelo Facebook e em grupos de WhatsApp sugere que um diretor do Hospital das Clínicas de São Paulo, ""preocupado com a nova gripe que vai matar muita gente"", faz uma série de recomendações. A mensagem . O texto diz ainda diz que o chá de erva-doce mata o vírus influenza e que dele é feito o Tamiflu. Isso também .  "," que diretor do HC mandou mensagem com dicas para evitar gripe e que Tamiflu é feito de erva-doce   Uma mensagem que voltou a circular pelo Facebook e em grupos de WhatsApp sugere que um diretor do Hospital das Clínicas de São Paulo, ""preocupado com a nova gripe que vai matar muita gente"", faz uma série de recomendações. A mensagem . O texto diz ainda diz que o chá de erva-doce mata o vírus influenza e que dele é feito o Tamiflu. Isso também .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/24/e-fake-que-diretor-do-hc-mandou-mensagem-com-dicas-para-evitar-gripe-e-que-tamiflu-e-feito-de-erva-doce.ghtml
13, que fenilpropanolamina está presente em 22 medicamentos vendidos no Brasil,"  Circula novamente nas redes sociais uma mensagem sobre a fenilpropanolamina, com a informação de que a substância pode causar até ""hemorragia cerebral"" e faz parte da composição de 22 medicamentos comercializados atualmente no Brasil. O conteúdo da mensagem . Ele é compartilhado há pelo menos uma década e a substância citada foi banida do país no ano 2000.  "," que fenilpropanolamina está presente em 22 medicamentos vendidos no Brasil   Circula novamente nas redes sociais uma mensagem sobre a fenilpropanolamina, com a informação de que a substância pode causar até ""hemorragia cerebral"" e faz parte da composição de 22 medicamentos comercializados atualmente no Brasil. O conteúdo da mensagem . Ele é compartilhado há pelo menos uma década e a substância citada foi banida do país no ano 2000.  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/16/e-fake-que-fenilpropanolamina-esta-presente-em-22-medicamentos-vendidos-no-brasil.ghtml
14, que Plataforma Lattes será extinta pelo governo federal,"  Circulam nas redes sociais mensagens indicando que a Plataforma Lattes, base de dados de currículos do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), será extinta após a Semana Santa. Essas mensagens são .  "," que Plataforma Lattes será extinta pelo governo federal   Circulam nas redes sociais mensagens indicando que a Plataforma Lattes, base de dados de currículos do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), será extinta após a Semana Santa. Essas mensagens são .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/15/e-fake-que-plataforma-lattes-sera-extinta-pelo-governo-federal.ghtml
15, que PT entrou com ação para derrubar 13º salário do Bolsa Família,"  Circula nas redes sociais uma mensagem que informa que o PT entrou com uma ação para derrubar o pagamento do 13º salário a beneficiários do Bolsa Família, anunciado pelo governo federal nesta quinta-feira (11). A mensagem, porém, .  "," que PT entrou com ação para derrubar 13º salário do Bolsa Família   Circula nas redes sociais uma mensagem que informa que o PT entrou com uma ação para derrubar o pagamento do 13º salário a beneficiários do Bolsa Família, anunciado pelo governo federal nesta quinta-feira (11). A mensagem, porém, .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/12/e-fake-que-pt-entrou-com-acao-para-derrubar-13o-salario-do-bolsa-familia.ghtml
16, que resolução determina fim de aulas teóricas de direção e amplia para 20 anos prazo da CNH,"  Uma mensagem que tem se espalhado pelo WhatsApp diz que o governo acaba de assinar uma resolução que determina o fim da obrigatoriedade de aulas teóricas de direção e que permite que o cidadão procure diretamente um instrutor de trânsito pra fazer as aulas práticas, dispensando a matrícula em autoescolas. O texto afirma ainda que o prazo da CNH será ampliado para 20 anos. A mensagem .  "," que resolução determina fim de aulas teóricas de direção e amplia para 20 anos prazo da CNH   Uma mensagem que tem se espalhado pelo WhatsApp diz que o governo acaba de assinar uma resolução que determina o fim da obrigatoriedade de aulas teóricas de direção e que permite que o cidadão procure diretamente um instrutor de trânsito pra fazer as aulas práticas, dispensando a matrícula em autoescolas. O texto afirma ainda que o prazo da CNH será ampliado para 20 anos. A mensagem .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/10/e-fake-que-resolucao-determina-fim-de-aulas-teoricas-de-direcao-e-amplia-para-20-anos-prazo-da-cnh.ghtml
17, que vídeo com calçadão de Bangu alagado é de 2019,"  Um vídeo compartilhado em grupos no WhatsApp e nas redes sociais mostra o calçadão de Bangu, na Zona Oeste do Rio de Janeiro, completamente alagado em meio à chuva. A mensagem compartilhada diz que as imagens foram feitas na manhã desta terça-feira (9), após a cidade entrar em estágio de crise. No entanto, o texto que acompanha o vídeo .  "," que vídeo com calçadão de Bangu alagado é de 2019   Um vídeo compartilhado em grupos no WhatsApp e nas redes sociais mostra o calçadão de Bangu, na Zona Oeste do Rio de Janeiro, completamente alagado em meio à chuva. A mensagem compartilhada diz que as imagens foram feitas na manhã desta terça-feira (9), após a cidade entrar em estágio de crise. No entanto, o texto que acompanha o vídeo .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/09/e-fake-que-video-com-calcadao-de-bangu-alagado-e-de-2019.ghtml
18, mensagem que oferece cartão de crédito em nome dos Supermercados Guanabara,"  Alguns usuários têm recebido mensagens de uma página no Facebook, que se passa por canal oficial dos Supermercados Guanabara, oferecendo cartões de crédito. As mensagens são .  "," mensagem que oferece cartão de crédito em nome dos Supermercados Guanabara   Alguns usuários têm recebido mensagens de uma página no Facebook, que se passa por canal oficial dos Supermercados Guanabara, oferecendo cartões de crédito. As mensagens são .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/06/e-fake-mensagem-que-oferece-cartao-de-credito-em-nome-dos-supermercados-guanabara.ghtml
19, página que promove suposto processo seletivo dos Supermercados Guanabara,"  Uma página intitulada ""Supermercados Guanabara."" anunciou no Facebook postos de emprego para as lojas da rede. Segundo as mensagens, após as inscrições, o processo estava marcado para ocorrer na próxima sexta-feira. As publicações, no entanto, são .  "," página que promove suposto processo seletivo dos Supermercados Guanabara   Uma página intitulada ""Supermercados Guanabara."" anunciou no Facebook postos de emprego para as lojas da rede. Segundo as mensagens, após as inscrições, o processo estava marcado para ocorrer na próxima sexta-feira. As publicações, no entanto, são .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/03/e-fake-pagina-que-promove-suposto-processo-seletivo-dos-supermercados-guanabara.ghtml
20, que Lula aparece na lista de mais ricos do mundo da revista Forbes,  Circula nas redes sociais a afirmação de que o ex-presidente Luiz Inácio Lula da Silva apareceu na lista de pessoas mais ricas do mundo da revista Forbes em 2006. A mensagem .  , que Lula aparece na lista de mais ricos do mundo da revista Forbes   Circula nas redes sociais a afirmação de que o ex-presidente Luiz Inácio Lula da Silva apareceu na lista de pessoas mais ricas do mundo da revista Forbes em 2006. A mensagem .  ,https://g1.globo.com/fato-ou-fake/noticia/2019/04/03/e-fake-que-lula-aparece-na-lista-de-mais-ricos-do-mundo-da-revista-forbes.ghtml
21,Dia da Mentira: seis boatos checados pelo Fato ou Fake que continuam a circular nas redes,"  No Dia da Mentira, é bom estar alerta para não cair em nenhuma pegadinha. Assim, a equipe do Fato ou Fake listou seis boatos sobre diferentes assuntos — política, saúde, ciência, entre outros — que já foram desmentidos, mas continuam a circular nas redes sociais. Para evitar que conteúdos falsos continuem se espalhando, é importante checar antes de compartilhar.  ","Dia da Mentira: seis boatos checados pelo Fato ou Fake que continuam a circular nas redes   No Dia da Mentira, é bom estar alerta para não cair em nenhuma pegadinha. Assim, a equipe do Fato ou Fake listou seis boatos sobre diferentes assuntos — política, saúde, ciência, entre outros — que já foram desmentidos, mas continuam a circular nas redes sociais. Para evitar que conteúdos falsos continuem se espalhando, é importante checar antes de compartilhar.  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/01/dia-da-mentira-seis-boatos-checados-pelo-fato-ou-fake-que-continuam-a-circular-nas-redes.ghtml
22,Fato ou Fake: 5 dicas de como checar uma mensagem falsa,"  O 1º de abril é considerado em todo o mundo como o ""dia da mentira"". E o dia seguinte (2 de abril) tem se firmado, aos poucos, como o Dia Internacional da Checagem de Fatos. Já é o terceiro ano em que ele é comemorado.  ","Fato ou Fake: 5 dicas de como checar uma mensagem falsa   O 1º de abril é considerado em todo o mundo como o ""dia da mentira"". E o dia seguinte (2 de abril) tem se firmado, aos poucos, como o Dia Internacional da Checagem de Fatos. Já é o terceiro ano em que ele é comemorado.  ",https://g1.globo.com/fato-ou-fake/noticia/2019/04/01/fato-ou-fake-5-dicas-de-como-checar-uma-mensagem-falsa.ghtml
23, que procurador-geral dos EUA disse que Lava Jato foi criada para atender aos interesses do país,"  Circula nas redes sociais um vídeo em que um homem, identificado como procurador-geral dos Estados Unidos, fala sobre a Operação Lava Jato. Na descrição, são atribuídas a ele as falas de que a ""Lava Jato foi criada para atender aos interesses dos EUA"" e que a cooperação entre os setores de investigação dos dois países é feita de forma ""clandestina"". Todo o conteúdo da publicação .  "," que procurador-geral dos EUA disse que Lava Jato foi criada para atender aos interesses do país   Circula nas redes sociais um vídeo em que um homem, identificado como procurador-geral dos Estados Unidos, fala sobre a Operação Lava Jato. Na descrição, são atribuídas a ele as falas de que a ""Lava Jato foi criada para atender aos interesses dos EUA"" e que a cooperação entre os setores de investigação dos dois países é feita de forma ""clandestina"". Todo o conteúdo da publicação .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/29/e-fake-que-procurador-geral-dos-eua-disse-que-lava-jato-foi-criada-para-atender-aos-interesses-do-pais.ghtml
24," que Hospital Militar quer operar pessoas com lábio leporino ou fenda palatina, mas faltam pacientes","  Circula nas redes sociais uma mensagem que diz que ""existem 12 médicos americanos dispostos a operar pessoas com lábio leporino ou fenda palatina no Hospital da Polícia Militar, em Belo Horizonte, mas só existem 71 pacientes para operar na próxima semana e são necessários 135"". A mensagem .  "," que Hospital Militar quer operar pessoas com lábio leporino ou fenda palatina, mas faltam pacientes   Circula nas redes sociais uma mensagem que diz que ""existem 12 médicos americanos dispostos a operar pessoas com lábio leporino ou fenda palatina no Hospital da Polícia Militar, em Belo Horizonte, mas só existem 71 pacientes para operar na próxima semana e são necessários 135"". A mensagem .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/28/e-fake-que-hospital-militar-quer-operar-pessoas-com-labio-leporino-ou-fenda-palatina-mas-faltam-pacientes.ghtml
25, que Gleisi Hoffmann afirmou no Twitter que caminhoneiros devem fazer greve para 'mostrar para Bolsonaro a força que eles têm',"  Uma imagem que circula nas redes sociais mostra uma postagem atribuída à deputada federal Gleisi Hoffmann (PT-PR) no Twitter na qual ela apoia a realização de uma greve de caminhoneiros para ""mostrar a Bolsonaro a força que eles têm"". A publicação . Trata-se de uma montagem. Uma imagem foi sobreposta ao tuíte original feito por Gleisi no último dia 20.  "," que Gleisi Hoffmann afirmou no Twitter que caminhoneiros devem fazer greve para 'mostrar para Bolsonaro a força que eles têm'   Uma imagem que circula nas redes sociais mostra uma postagem atribuída à deputada federal Gleisi Hoffmann (PT-PR) no Twitter na qual ela apoia a realização de uma greve de caminhoneiros para ""mostrar a Bolsonaro a força que eles têm"". A publicação . Trata-se de uma montagem. Uma imagem foi sobreposta ao tuíte original feito por Gleisi no último dia 20.  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/25/e-fake-que-gleisi-hoffmann-afirmou-no-twitter-que-caminhoneiros-devem-fazer-greve-para-mostrar-para-bolsonaro-a-forca-que-eles-tem.ghtml
26, que Rodrigo Maia ocupa ilegalmente a presidência da Câmara,  Circula pelas redes sociais um cartaz que diz que Rodrigo Maia não pode ser presidente da Câmara dos Deputados porque nasceu no Chile e não é brasileiro nato. A mensagem .  , que Rodrigo Maia ocupa ilegalmente a presidência da Câmara   Circula pelas redes sociais um cartaz que diz que Rodrigo Maia não pode ser presidente da Câmara dos Deputados porque nasceu no Chile e não é brasileiro nato. A mensagem .  ,https://g1.globo.com/fato-ou-fake/noticia/2019/03/21/e-fake-que-rodrigo-maia-ocupa-ilegalmente-a-presidencia-da-camara.ghtml
27, que robô em vídeo de feira seja de combate e feito para guerra mundial,  Circula pelas redes sociais um vídeo em que um robô gigante capaz de caminhar e repetir falas e gestos humanos caminha em uma feira. O vídeo é acompanhado de uma legenda que diz que o robô é de combate e está pronto para uma possível guerra mundial. A mensagem .  , que robô em vídeo de feira seja de combate e feito para guerra mundial   Circula pelas redes sociais um vídeo em que um robô gigante capaz de caminhar e repetir falas e gestos humanos caminha em uma feira. O vídeo é acompanhado de uma legenda que diz que o robô é de combate e está pronto para uma possível guerra mundial. A mensagem .  ,https://g1.globo.com/fato-ou-fake/noticia/2019/03/19/e-fake-que-robo-em-video-de-feira-seja-de-combate-e-feito-para-guerra-mundial.ghtml
28, que vídeo mostra queda e explosão de Boeing 737 próximo a ônibus na Etiópia,"  Circula pelas redes sociais um vídeo que mostra a queda e a explosão de um avião, acompanhado de uma legenda que apresenta o acidente como a queda do Boeing 737 Max na Etiópia. A mensagem .  "," que vídeo mostra queda e explosão de Boeing 737 próximo a ônibus na Etiópia   Circula pelas redes sociais um vídeo que mostra a queda e a explosão de um avião, acompanhado de uma legenda que apresenta o acidente como a queda do Boeing 737 Max na Etiópia. A mensagem .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/18/e-fake-que-video-mostra-queda-e-explosao-de-boeing-737-proximo-a-onibus-na-etiopia.ghtml
29, que acusado de matar vereadora Marielle Franco vivia em casa que pertence a Bolsonaro,"  Uma publicação que circula nas redes sociais diz que o sargento reformado da Polícia Militar Ronnie Lessa, apontado como um dos assassinos da vereadora Marielle Franco (PSOL) e do motorista Anderson Gomes, vivia em uma casa que pertence ao presidente da República, Jair Bolsonaro (PSL-RJ). O conteúdo da mensagem  .  "," que acusado de matar vereadora Marielle Franco vivia em casa que pertence a Bolsonaro   Uma publicação que circula nas redes sociais diz que o sargento reformado da Polícia Militar Ronnie Lessa, apontado como um dos assassinos da vereadora Marielle Franco (PSOL) e do motorista Anderson Gomes, vivia em uma casa que pertence ao presidente da República, Jair Bolsonaro (PSL-RJ). O conteúdo da mensagem  .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/18/e-fake-que-acusado-de-matar-vereadora-marielle-franco-vivia-em-casa-que-pertence-a-bolsonaro.ghtml
30, que padre Fábio de Melo fez texto sobre massacre em Suzano dizendo que 'armas não matam',"  Um texto atribuído ao padre Fábio de Melo sobre o massacre em Suzano que diz que ""armas não matam"" tem viralizado na web. A mensagem, porém, .  "," que padre Fábio de Melo fez texto sobre massacre em Suzano dizendo que 'armas não matam'   Um texto atribuído ao padre Fábio de Melo sobre o massacre em Suzano que diz que ""armas não matam"" tem viralizado na web. A mensagem, porém, .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/15/e-fake-que-padre-fabio-de-melo-fez-texto-sobre-massacre-em-suzano-dizendo-que-armas-nao-matam.ghtml
31," que Facebook, Instagram e WhatsApp foram bloqueados por tempo indeterminado em razão de ataque em Suzano","  Circula na web uma mensagem que diz que o Facebook, o Instagram e o WhatsApp foram bloqueados para publicação de fotos, vídeos e áudios por conta da repercussão da tragédia em Suzano. Além disso, o texto diz que os apps permanecerão assim por tempo indeterminado. .  "," que Facebook, Instagram e WhatsApp foram bloqueados por tempo indeterminado em razão de ataque em Suzano   Circula na web uma mensagem que diz que o Facebook, o Instagram e o WhatsApp foram bloqueados para publicação de fotos, vídeos e áudios por conta da repercussão da tragédia em Suzano. Além disso, o texto diz que os apps permanecerão assim por tempo indeterminado. .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/13/e-fake-que-facebook-instagram-e-whatsapp-foram-bloqueados-por-tempo-indeterminado-em-razao-de-ataque-em-suzano.ghtml
32, que Guaidó e Bolsonaro discutiram no Twitter sobre autoproclamação de presidente,"  Circula nas redes sociais a reprodução de publicações no Twitter envolvendo o presidente Jair Bolsonaro e líder da oposição e autoproclamado presidente interino da Venezuela, Juan Guaidó. No print, o político venezuelano critica Bolsonaro por ter feito um post alfinetando o fato de alguém definir a si mesmo com chefe do Poder Executivo de um país. Apesar da repercussão, a publicação .  "," que Guaidó e Bolsonaro discutiram no Twitter sobre autoproclamação de presidente   Circula nas redes sociais a reprodução de publicações no Twitter envolvendo o presidente Jair Bolsonaro e líder da oposição e autoproclamado presidente interino da Venezuela, Juan Guaidó. No print, o político venezuelano critica Bolsonaro por ter feito um post alfinetando o fato de alguém definir a si mesmo com chefe do Poder Executivo de um país. Apesar da repercussão, a publicação .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/11/e-fake-que-guaido-e-bolsonaro-discutiram-no-twitter-sobre-autoproclamacao-de-presidente.ghtml
33," que Bruno Maranhão, apontado como líder do MST, foi preso com avião cheio de drogas","  Circula pelas redes sociais uma mensagem que diz que ""Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião carregado de drogas, armas e grana"". A mensagem .  "," que Bruno Maranhão, apontado como líder do MST, foi preso com avião cheio de drogas   Circula pelas redes sociais uma mensagem que diz que ""Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião carregado de drogas, armas e grana"". A mensagem .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/11/e-fake-que-bruno-maranhao-apontado-como-lider-do-mst-foi-preso-com-aviao-cheio-de-drogas.ghtml
34, que Obama já recitou poema divulgado por Onyx em rede social,"  O ministro da Casa Civil, Onyx Lorenzoni (DEM), publicou em uma de suas redes sociais frases que ele atribuiu a um discurso do ex-presidente americano Barack Obama sobre a importância dos soldados. A citação ao discurso, no entanto, .  "," que Obama já recitou poema divulgado por Onyx em rede social   O ministro da Casa Civil, Onyx Lorenzoni (DEM), publicou em uma de suas redes sociais frases que ele atribuiu a um discurso do ex-presidente americano Barack Obama sobre a importância dos soldados. A citação ao discurso, no entanto, .  ",https://g1.globo.com/fato-ou-fake/noticia/2019/03/08/e-fake-que-obama-ja-recitou-poema-divulgado-por-onyx-em-rede-social.ghtml
